,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,Location,Age,LOB_id,Status
235,3225969,Yes,15,30,E2,42.85,42.85,0.0,No,Yes,Male,Employee Referral,5,Chennai,30.0,2,Joined
236,3226137,Yes,31,30,E1,40.68,-10.21,-36.17,No,No,Male,Direct,2,Chennai,27.0,1,Joined
237,3226180,Yes,84,45,E2,42.84,42.84,0.0,No,No,Male,Direct,5,Hyderabad,35.0,2,Joined
238,3229762,No,42,30,E1,50.5,99.0,32.23,No,No,Male,Agency,3,Mumbai,27.0,4,Joined
239,3234247,No,17,60,E3,57.14,257.14,127.27,No,No,Male,Direct,8,Bangalore,35.0,2,Not Joined
240,3238748,No,0,90,E3,-21.54,-21.54,0.0,No,No,Male,Direct,13,Chennai,40.0,1,Joined
241,3239288,No,10,30,E1,42.83,42.83,0.0,No,No,Male,Employee Referral,2,Noida,27.0,2,Joined
242,3243075,Yes,8,30,E2,-3.23,-3.23,0.0,No,No,Female,Agency,6,Chennai,29.0,1,Joined
243,3244438,Yes,55,60,E3,42.85,42.85,0.0,No,No,Male,Employee Referral,6,Noida,32.0,2,Joined
244,3245861,Yes,25,30,E2,42.85,42.85,0.0,No,Yes,Male,Employee Referral,4,Chennai,28.0,2,Joined
245,3245971,Yes,10,30,E1,27.78,20.0,-6.09,No,No,Female,Employee Referral,2,Chennai,26.0,1,Joined
246,3250021,No,3,30,E1,-20.63,42.86,80.0,No,Yes,Male,Agency,1,Chennai,24.0,1,Joined
247,3250029,Yes,1,30,E1,-35.45,-7.79,42.86,No,No,Male,Agency,3,Chennai,26.0,1,Not Joined
248,3250143,Yes,50,30,E1,-27.78,-27.78,0.0,No,No,Female,Agency,8,Chennai,33.0,3,Joined
249,3250941,No,2,45,E2,37.36,30.49,-5.0,No,No,Male,Agency,7,Chennai,32.0,4,Not Joined
250,3251306,No,28,30,E2,42.84,42.84,0.0,No,Yes,Male,Employee Referral,7,Chennai,37.0,2,Joined
251,3256827,Yes,26,30,E1,26.37,61.69,27.95,No,Yes,Male,Agency,3,Noida,27.0,4,Joined
252,3257382,Yes,40,60,E1,45.0,47.5,1.72,No,No,Male,Direct,4,Noida,28.0,5,Not Joined
253,3257556,Yes,26,30,E2,42.85,42.85,0.0,No,No,Male,Employee Referral,6,Noida,30.0,2,Joined
254,3257972,No,13,60,E1,-22.13,11.25,42.86,No,No,Male,Agency,2,Noida,25.0,5,Joined
255,3258076,No,1,30,E1,-68.83,24.68,300.0,No,No,Male,Agency,3,Chennai,24.0,1,Not Joined
256,3258078,No,3,30,E1,306.25,168.75,-33.85,No,No,Male,Agency,9,Chennai,36.0,1,Joined
257,3258105,Yes,3,30,E1,-39.64,42.86,136.67,No,No,Male,Agency,1,Chennai,27.0,1,Joined
258,3258125,Yes,5,30,E1,359.77,244.83,-25.0,No,No,Male,Direct,3,Chennai,26.0,1,Joined
259,3262701,Yes,7,30,E1,212.5,212.5,0.0,No,No,Female,Agency,2,Chennai,25.0,1,Joined
260,3263017,Yes,9,30,E2,33.33,16.67,-12.5,No,No,Male,Direct,10,Chennai,35.0,1,Not Joined
261,3264071,Yes,40,30,E3,-30.43,-28.26,3.13,No,No,Male,Direct,13,Chennai,36.0,3,Joined
262,3267491,No,1,30,E1,80.56,69.44,-6.15,No,No,Male,Employee Referral,1,Bangalore,30.0,1,Joined
263,3267878,No,28,60,E1,291.3,165.22,-32.22,No,No,Male,Agency,3,Chennai,28.0,4,Not Joined
264,3267960,Yes,64,60,E2,42.84,42.84,0.0,No,No,Male,Employee Referral,7,Chennai,35.0,2,Joined
265,3272381,Yes,107,30,E1,43.59,41.03,-1.79,No,No,Male,Direct,4,Bangalore,26.0,1,Not Joined
266,3278272,Yes,27,30,E3,42.85,42.85,0.0,No,Yes,Male,Employee Referral,8,Chennai,33.0,2,Joined
267,3280954,Yes,29,30,E2,42.84,42.84,0.0,No,Yes,Male,Employee Referral,4,Chennai,32.0,2,Joined
268,3283933,No,0,30,E1,50.0,50.0,0.0,No,No,Male,Employee Referral,4,Bangalore,26.0,4,Joined
269,3284172,Yes,14,30,E1,216.67,195.83,-6.58,No,No,Male,Direct,3,Chennai,25.0,5,Not Joined
270,3284288,Yes,4,30,E1,42.84,42.84,0.0,No,No,Female,Employee Referral,2,Noida,24.0,2,Joined
271,3288600,Yes,78,90,E2,-21.92,-21.92,0.0,No,No,Male,Direct,8,Chennai,31.0,4,Joined
272,3290646,No,0,30,E2,100.0,200.0,50.0,No,No,Male,Direct,2,Noida,34.0,2,Not Joined
273,3293535,Yes,4,30,E2,-23.29,9.59,42.86,Yes,No,Male,Agency,6,Chennai,38.0,1,Joined
274,3293720,No,30,30,E1,-14.97,42.86,68.0,No,No,Male,Agency,1,Bangalore,26.0,2,Joined
275,3294274,No,32,45,E1,36.84,32.89,-2.88,No,Yes,Female,Agency,4,Chennai,34.0,1,Joined
276,3294297,Yes,39,30,E1,33.33,66.67,25.0,No,No,Male,Direct,1,Chennai,24.0,2,Joined
277,3294316,Yes,58,30,E1,33.33,66.67,25.0,No,No,Male,Direct,1,Chennai,24.0,2,Joined
278,3294384,Yes,33,30,E2,57.14,57.14,0.0,No,Yes,Male,Employee Referral,3,Chennai,24.0,2,Joined
279,3300178,No,14,30,E1,-19.09,-19.09,0.0,No,No,Male,Direct,3,Chennai,25.0,3,Joined
280,3300192,No,16,30,E2,22.22,48.89,21.82,No,No,Male,Direct,5,Bangalore,30.0,2,Joined
281,3300563,Yes,29,30,,-30.0,-30.6,-0.85,No,No,Male,Employee Referral,8,Noida,33.0,5,Joined
282,3300715,Yes,20,60,E2,42.85,42.85,0.0,No,No,Male,Agency,4,Noida,27.0,2,Joined
283,3300802,Yes,26,45,E1,-18.27,-18.27,0.0,Yes,No,Male,Agency,2,Chennai,24.0,1,Joined
284,3300828,Yes,28,30,E2,42.85,42.85,0.0,No,Yes,Male,Employee Referral,9,Chennai,36.0,2,Joined
285,3302340,Yes,22,60,E2,42.84,42.84,0.0,No,No,Male,Employee Referral,2,Noida,28.0,2,Joined
286,3304533,Yes,4,30,E1,-62.5,-11.25,136.67,No,Yes,Female,Agency,2,Noida,27.0,5,Joined
287,3305244,Yes,8,30,E2,-10.53,-10.53,0.0,No,No,Male,Direct,8,Bangalore,30.0,2,Joined
288,3311520,Yes,49,30,E2,294.74,228.95,-16.67,No,No,Male,Direct,5,Bangalore,37.0,7,Not Joined
289,3318393,Yes,0,30,E1,92.54,80.51,-6.25,No,No,Male,Direct,3,Others,23.0,2,Joined
290,3321416,Yes,1,30,E2,46.67,46.67,0.0,No,No,Male,Direct,11,Mumbai,39.0,3,Joined
291,3322390,Yes,37,60,E1,80.56,69.44,-6.15,No,No,Male,Employee Referral,3,Bangalore,26.0,6,Joined
292,3327789,No,0,30,E2,200.0,180.0,-6.67,No,No,Male,Employee Referral,2,Noida,24.0,2,Joined
293,3327838,No,2,30,E2,150.0,133.33,-6.67,No,No,Male,Employee Referral,1,Noida,25.0,2,Joined
294,3328005,Yes,92,90,E1,23.46,29.63,5.0,No,No,Male,Direct,6,Bangalore,30.0,7,Joined
295,3328526,No,1,0,E1,-12.05,25.65,42.86,No,No,Female,Employee Referral,2,Bangalore,27.0,1,Joined
296,3328640,No,6,60,E2,53.33,53.33,0.0,No,No,Male,Agency,7,Noida,30.0,3,Not Joined
297,3338018,Yes,1,30,E2,42.84,42.84,0.0,No,No,Male,Agency,3,Noida,24.0,2,Joined
298,3342223,Yes,9,30,E2,42.84,42.84,0.0,No,No,Male,Agency,2,Noida,28.0,2,Joined
299,3342678,Yes,3,30,E3,57.14,28.57,-18.18,No,No,Female,Employee Referral,7,Noida,29.0,2,Joined
300,3346442,Yes,24,30,E1,42.84,42.84,0.0,No,No,Male,Employee Referral,1,Noida,24.0,2,Joined
301,3347772,Yes,3,30,E1,42.83,42.83,0.0,No,No,Male,Employee Referral,2,Noida,27.0,2,Joined
302,3347826,No,9,30,E1,42.86,42.86,0.0,No,No,Male,Employee Referral,1,Noida,21.0,2,Joined
303,3348191,Yes,34,60,E3,-10.53,-11.69,-1.3,Yes,Yes,Male,Direct,5,Noida,34.0,2,Joined
304,3351261,No,0,0,E2,33.33,266.67,175.0,No,No,Male,Direct,8,Chennai,34.0,2,Not Joined
305,3351640,Yes,39,30,E1,44.44,-26.67,-49.23,No,No,Male,Direct,2,Bangalore,27.0,2,Joined
306,3351807,Yes,15,30,E2,42.84,42.84,0.0,No,No,Male,Employee Referral,1,Noida,26.0,2,Joined
307,3351848,No,3,30,E1,36.93,42.86,4.33,No,No,Male,Direct,2,Hyderabad,25.0,2,Joined
308,3352340,Yes,4,0,E2,42.86,42.86,0.0,No,No,Male,Employee Referral,7,Noida,31.0,2,Joined
309,3355586,Yes,9,30,E3,-17.65,-17.65,0.0,No,No,Male,Direct,15,Noida,36.0,2,Joined
310,3355597,Yes,14,30,E1,89.19,62.16,-14.29,No,No,Female,Agency,4,Noida,28.0,5,Joined
311,3356490,No,4,30,E2,44.44,-33.33,-53.85,No,No,Male,Direct,2,Mumbai,26.0,2,Joined
312,3356959,No,42,30,E1,227.87,145.9,-25.0,No,No,Male,Employee Referral,3,Chennai,26.0,1,Joined
313,3374169,No,61,30,E3,30.0,169.44,107.26,No,No,Male,Direct,8,Chennai,34.0,2,Joined
314,3374257,No,61,30,E2,50.0,0.0,-33.33,No,No,Male,Direct,2,Bangalore,29.0,2,Not Joined
315,3377182,Yes,23,90,E2,53.85,46.15,-5.0,No,No,Female,Employee Referral,6,Chennai,31.0,1,Joined
316,3377286,No,0,30,E1,76.47,76.47,0.0,No,No,Male,Direct,2,Noida,23.0,1,Joined
317,3377474,Yes,79,90,E2,20.0,13.0,-5.83,No,No,Female,Direct,7,Noida,33.0,6,Joined
318,3379707,No,34,30,E1,266.67,166.67,-27.27,No,No,Male,Agency,3,Noida,28.0,5,Not Joined
319,3379843,No,17,0,,-12.04,-12.04,0.0,No,No,Male,Agency,2,Chennai,28.0,2,Not Joined
320,3382002,Yes,8,30,E1,60.49,38.27,-13.85,No,No,Male,Direct,4,Noida,26.0,5,Joined
321,3382722,No,64,30,E1,240.0,150.0,-26.47,No,Yes,Male,Direct,1,Chennai,26.0,1,Joined
322,3418495,No,3,0,E1,-16.67,-25.0,-10.0,No,No,Male,Direct,4,Bangalore,30.0,6,Joined
323,3423899,Yes,20,30,E1,57.14,5.71,-32.73,No,No,Male,Direct,3,Noida,24.0,5,Joined
324,3423964,No,33,30,E1,80.56,23.61,-31.54,No,No,Male,Direct,4,Noida,32.0,5,Joined
325,3424007,Yes,46,30,E1,44.44,-20.0,-44.62,No,No,Male,Direct,3,Noida,25.0,5,Joined
326,3424549,Yes,77,30,E1,80.0,78.0,-1.11,No,No,Female,Direct,3,Noida,25.0,5,Not Joined
327,3424789,No,14,30,E1,24.53,18.31,-5.0,Yes,Yes,Male,Agency,4,Bangalore,27.0,1,Joined
328,3425046,No,0,0,E1,-33.33,-23.81,14.29,Yes,Yes,Female,Direct,4,Chennai,27.0,1,Joined
329,3428591,Yes,21,90,E2,15.38,15.38,0.0,Yes,No,Male,Direct,8,Chennai,30.0,1,Not Joined
330,3429009,No,16,0,E1,2.08,225.0,218.37,No,No,Male,Employee Referral,7,Chennai,31.0,7,Joined
331,3429992,Yes,20,30,E1,28.89,28.89,0.0,No,No,Male,Direct,3,Chennai,27.0,5,Joined
332,3435024,No,11,30,E1,257.14,471.43,60.0,Yes,Yes,Male,Agency,3,Chennai,28.0,7,Joined
333,3458547,Yes,9,30,E2,38.89,31.94,-5.0,No,Yes,Male,Direct,7,Hyderabad,36.0,3,Joined
334,3459128,Yes,23,60,E1,59.57,46.81,-8.0,Yes,Yes,Male,Employee Referral,4,Bangalore,26.0,1,Joined
335,3459132,Yes,27,0,E2,4.48,0.0,-4.29,No,No,Male,Employee Referral,7,Bangalore,30.0,1,Joined
336,3462905,Yes,24,30,E1,36.36,-54.55,-66.67,No,No,Male,Direct,2,Bangalore,29.0,2,Joined
337,3463459,Yes,34,30,E1,108.33,85.19,-11.11,Yes,No,Male,Agency,4,Bangalore,28.0,1,Joined
338,3470343,Yes,22,30,E1,-13.42,42.86,65.0,No,No,Male,Agency,3,Chennai,27.0,2,Joined
339,3470957,Yes,14,0,E1,227.27,172.73,-16.67,No,No,Male,Employee Referral,1,Bangalore,24.0,1,Joined
340,3476331,Yes,37,30,E1,20.0,20.0,0.0,No,No,Male,Direct,4,Bangalore,28.0,6,Joined
341,3488358,Yes,4,0,E1,209.52,161.9,-15.38,No,No,Male,Employee Referral,3,Bangalore,28.0,4,Joined
342,3495740,Yes,20,0,E2,45.16,41.13,-2.78,Yes,No,Male,Employee Referral,9,Hyderabad,33.0,8,Joined
343,3507312,No,4,30,E3,44.44,253.82,144.95,No,No,Male,Direct,8,Bangalore,28.0,2,Not Joined
344,3512053,Yes,23,30,E2,59.17,49.22,-6.25,Yes,No,Male,Employee Referral,6,Noida,31.0,1,Joined
345,3518153,Yes,12,60,E2,36.32,25.61,-7.86,No,No,Male,Direct,7,Bangalore,34.0,7,Joined
346,3538488,No,28,60,E3,-23.08,-23.08,0.0,No,No,Male,Employee Referral,10,Noida,32.0,1,Joined
347,3538610,Yes,11,60,E1,-17.24,10.34,33.33,Yes,Yes,Male,Direct,4,Chennai,29.0,1,Joined
348,3544532,No,6,0,E1,37.61,44.5,5.0,Yes,No,Male,Agency,3,Chennai,27.0,1,Not Joined
349,3587994,Yes,30,0,E1,212.5,134.38,-25.0,No,No,Male,Direct,1,Bangalore,23.0,1,Joined
350,3618730,No,4,0,E1,233.33,233.33,0.0,No,No,Male,Employee Referral,5,Bangalore,30.0,1,Joined
351,3618909,Yes,3,30,E1,233.33,233.33,0.0,No,No,Female,Direct,1,Chennai,25.0,1,Joined
352,3619135,Yes,0,60,E1,41.3,21.74,-13.85,No,No,Female,Direct,4,Chennai,28.0,4,Joined
353,3631656,No,15,0,E1,145.9,63.93,-33.33,No,Yes,Female,Agency,3,Chennai,28.0,1,Joined
354,3632340,No,5,0,E1,-24.35,-16.79,10.0,No,No,Male,Agency,2,Noida,25.0,1,Joined
355,3644811,No,7,0,,-24.17,8.33,42.86,No,No,Male,Employee Referral,6,Bangalore,32.0,2,Joined
356,3649761,Yes,0,0,E2,37.95,37.95,0.0,Yes,No,Male,Employee Referral,8,Noida,36.0,6,Joined
357,3664507,Yes,27,30,E1,300.0,275.0,-6.25,No,Yes,Male,Direct,12,Noida,34.0,7,Joined
358,3671120,Yes,3,30,E1,-10.71,-10.71,0.0,No,Yes,Male,Agency,2,Chennai,25.0,1,Joined
359,3685301,No,13,0,E1,-31.52,-2.17,42.86,No,No,Male,Agency,2,Bangalore,25.0,1,Joined
360,3685332,No,4,0,E1,-57.43,-39.19,42.86,No,No,Male,Agency,2,Bangalore,25.0,1,Not Joined
361,3685353,Yes,10,0,E1,100.0,87.5,-6.25,No,No,Male,Agency,1,Bangalore,24.0,1,Joined
362,3685392,No,7,30,E1,38.89,25.0,-10.0,No,Yes,Male,Agency,1,Bangalore,23.0,1,Joined
363,3685427,No,20,0,E1,-31.82,-31.82,0.0,No,No,Male,Agency,1,Bangalore,25.0,1,Joined
364,3687244,No,10,30,E1,160.42,217.71,22.0,No,Yes,Male,Direct,2,Chennai,25.0,1,Joined
365,3697401,Yes,3,0,E2,0.0,-18.75,-18.75,No,No,Female,Employee Referral,9,Bangalore,32.0,1,Joined
366,3699033,No,6,0,E2,25.0,12.5,-10.0,No,No,Female,Agency,5,Bangalore,27.0,1,Not Joined
367,3707268,Yes,2,30,E2,60.0,44.0,-10.0,No,No,Female,Employee Referral,9,Chennai,32.0,1,Joined
368,3709298,No,1,30,E2,-10.51,27.84,42.86,No,No,Male,Employee Referral,3,Noida,30.0,2,Joined
369,3727916,Yes,4,0,E1,-22.22,-22.22,0.0,No,No,Female,Employee Referral,6,Chennai,31.0,2,Joined
370,3758183,Yes,6,60,E2,33.74,18.31,-11.54,Yes,No,Male,Employee Referral,7,Noida,32.0,1,Joined
371,3815047,No,1,0,E1,-11.39,-11.39,0.0,No,No,Male,Employee Referral,2,Noida,26.0,2,Joined
372,3828911,No,2,30,E3,-25.0,-25.0,0.0,Yes,Yes,Male,Direct,15,Chennai,37.0,1,Joined
373,2109586,Yes,79,90,E2,31.58,10.53,-16.0,Yes,No,Female,Direct,9,Chennai,31.0,1,Joined
374,2109941,Yes,67,60,E2,39.86,39.86,0.0,No,No,Male,Agency,5,Bangalore,30.0,4,Joined
375,2110719,No,1,45,E2,52.62,43.9,-5.71,No,No,Male,Direct,6,Bangalore,31.0,4,Not Joined
376,2111873,No,8,30,E1,41.67,50.0,5.88,No,No,Male,Agency,3,Chennai,28.0,1,Joined
377,2111978,Yes,108,60,E2,25.0,15.38,-7.69,No,No,Male,Agency,6,Bangalore,33.0,4,Not Joined
378,2112613,No,5,0,E1,66.67,33.33,-20.0,No,No,Male,Employee Referral,3,Noida,25.0,2,Joined
379,2112944,No,40,60,E3,27.27,27.27,0.0,No,No,Male,Direct,12,Chennai,38.0,2,Joined
380,2113310,No,0,0,E2,30.83,30.83,0.0,No,Yes,Male,Direct,9,Noida,31.0,2,Joined
381,2113315,No,0,0,E2,29.23,29.23,0.0,No,Yes,Male,Direct,11,Noida,34.0,2,Joined
382,2113885,No,2,0,E2,40.0,50.0,7.14,No,Yes,Male,Direct,5,Noida,32.0,2,Joined
383,2114740,No,6,0,E3,30.0,40.85,8.34,Yes,No,Male,Direct,10,Chennai,32.0,2,Joined
384,2114758,Yes,37,90,E1,99.0,77.86,-10.63,No,No,Male,Direct,4,Bangalore,28.0,4,Joined
385,2114973,No,3,60,E1,125.0,105.0,-8.89,No,No,Male,Employee Referral,2,Noida,26.0,5,Joined
386,2115688,Yes,28,30,E1,70.27,70.27,0.0,No,No,Male,Employee Referral,3,Bangalore,26.0,6,Joined
387,2115820,No,1,30,E1,53.85,53.85,0.0,No,Yes,Female,Direct,2,Noida,28.0,2,Joined
388,2115908,Yes,6,30,E2,20.0,20.0,0.0,No,No,Male,Direct,5,Noida,26.0,2,Joined
389,2115986,No,6,45,E1,69.77,69.77,0.0,Yes,No,Male,Employee Referral,3,Bangalore,26.0,6,Not Joined
390,2116452,Yes,38,30,E1,12.07,12.07,0.0,No,No,Male,Direct,4,Bangalore,32.0,5,Joined
391,2116640,No,1,60,E1,44.44,26.67,-12.31,No,No,Female,Employee Referral,4,Noida,29.0,5,Joined
392,2116851,No,6,90,E3,27.66,27.66,0.0,No,No,Male,Direct,5,Noida,37.0,2,Joined
393,2116859,Yes,70,60,,34.96,30.25,-3.49,No,No,Male,Direct,4,Noida,29.0,2,Joined
394,2117309,Yes,13,30,E1,53.33,53.33,0.0,No,No,Male,Direct,1,Mumbai,25.0,2,Joined
395,2117762,Yes,42,60,E2,24.63,23.01,-1.3,No,Yes,Male,Agency,3,Noida,28.0,2,Joined
396,2117808,Yes,68,75,E2,20.05,22.45,2.0,No,No,Male,Employee Referral,7,Noida,38.0,2,Joined
397,2117861,Yes,62,60,E2,40.85,40.85,0.0,No,No,Male,Employee Referral,2,Noida,,2,Joined
398,2117896,No,2,30,E1,140.0,140.0,0.0,No,No,Male,Employee Referral,2,Chennai,26.0,2,Joined
399,2117921,Yes,82,90,E3,31.13,42.21,8.44,No,No,Male,Direct,8,Noida,28.0,2,Joined
400,2117926,No,3,30,E1,30.68,30.68,0.0,No,No,Female,Direct,4,Noida,29.0,1,Joined
401,2118024,No,38,60,E1,33.33,24.44,-6.67,No,No,Male,Employee Referral,4,Noida,29.0,1,Joined
402,2118139,Yes,10,60,E1,14.04,14.04,0.0,No,No,Male,Direct,3,Noida,30.0,6,Joined
403,2118193,Yes,1,0,E2,30.52,30.52,0.0,No,No,Male,Employee Referral,3,Noida,26.0,2,Not Joined
404,2118300,Yes,13,30,E1,23.08,23.08,0.0,No,No,Male,Direct,4,Noida,28.0,3,Joined
405,2118473,No,0,30,E2,37.5,66.67,21.21,No,Yes,Male,Employee Referral,2,Noida,25.0,2,Joined
406,2118480,No,4,30,E1,89.66,48.28,-21.82,No,No,Male,Direct,3,Noida,,5,Joined
407,2118610,No,0,0,E2,16.72,31.31,12.5,No,No,Male,Direct,5,Bangalore,38.0,2,Joined
408,2118630,No,0,30,E1,47.42,47.42,0.0,No,Yes,Male,Direct,2,Noida,24.0,2,Joined
409,2118716,No,62,30,E1,44.44,40.0,-3.08,No,No,Male,Direct,4,Noida,28.0,5,Joined
410,2118805,No,0,30,E1,9.76,9.76,0.0,No,No,Male,Direct,3,Noida,26.0,5,Joined
411,2118878,Yes,1,60,E1,44.44,27.78,-11.54,No,No,Male,Direct,5,Noida,33.0,1,Joined
412,2119296,No,16,30,E2,33.33,33.33,0.0,No,No,Male,Employee Referral,3,Hyderabad,29.0,2,Joined
413,2119360,No,1,90,E2,30.55,30.55,0.0,No,No,Male,Employee Referral,7,Chennai,32.0,2,Joined
414,2119541,Yes,2,0,E2,56.86,37.25,-12.5,No,No,Female,Employee Referral,3,Noida,,2,Joined
415,2119655,No,1,90,E2,34.91,9.09,-19.14,No,No,Male,Direct,3,Noida,27.0,2,Joined
416,2119874,No,2,0,E1,66.67,50.0,-10.0,No,No,Male,Employee Referral,4,Bangalore,29.0,4,Joined
417,2120133,No,32,45,E3,32.12,32.12,0.0,No,No,Male,Direct,6,Noida,27.0,2,Not Joined
418,2120232,No,1,30,E2,30.95,48.81,13.64,No,Yes,Male,Direct,4,Noida,28.0,2,Joined
419,2120258,No,3,60,E2,31.94,41.67,7.37,No,No,Male,Direct,4,Noida,32.0,2,Joined
420,2120572,No,11,30,E1,59.66,42.86,-10.53,No,No,Male,Direct,5,Noida,28.0,6,Joined
421,2120791,No,0,30,E3,0.0,-3.79,-3.79,No,No,Male,Direct,12,Noida,36.0,2,Joined
422,2120897,Yes,62,75,E2,79.78,70.79,-5.0,No,Yes,Male,Employee Referral,7,Noida,30.0,5,Joined
423,2120920,Yes,6,45,E2,26.76,26.76,0.0,No,No,Male,Direct,12,Noida,30.0,2,Not Joined
424,2121031,Yes,6,30,E1,50.0,40.0,-6.67,No,No,Male,Direct,4,Chennai,27.0,5,Joined
425,2121112,No,3,30,,0.0,-6.45,-6.45,No,No,Male,Direct,8,Bangalore,,2,Joined
426,2121207,No,1,30,E2,42.86,42.86,0.0,No,No,Male,Direct,4,Noida,31.0,2,Joined
427,2121527,Yes,17,30,E1,83.33,26.67,-30.91,No,No,Female,Direct,2,Noida,27.0,5,Joined
428,2122391,No,1,60,E2,38.46,38.46,0.0,No,No,Female,Employee Referral,6,Noida,35.0,3,Joined
429,2122623,No,1,0,E1,10.66,30.78,18.18,No,Yes,Male,Agency,3,Bangalore,26.0,6,Joined
430,2122706,No,0,90,E3,28.97,28.97,0.0,No,No,Male,Direct,7,Chennai,34.0,2,Joined
431,2123227,No,210,30,E2,79.17,45.83,-18.6,No,No,Male,Direct,5,Chennai,30.0,2,Not Joined
432,2123270,Yes,6,30,E2,34.15,34.15,0.0,No,No,Male,Direct,5,Noida,27.0,2,Joined
433,2123719,Yes,27,30,E1,45.83,45.83,0.0,No,No,Male,Employee Referral,3,Noida,30.0,5,Joined
434,2123913,No,0,0,E2,25.0,-12.5,-30.0,No,Yes,Male,Direct,6,Noida,32.0,2,Joined
435,2124670,No,2,90,E1,42.86,42.86,0.0,No,No,Male,Direct,3,Mumbai,26.0,2,Joined
436,2124683,No,29,90,E1,22.22,55.56,27.27,No,No,Male,Direct,5,Noida,31.0,1,Joined
437,2125000,No,1,0,E1,23.08,23.08,0.0,No,Yes,Male,Direct,2,Noida,27.0,2,Joined
438,2125046,Yes,62,60,E1,66.67,50.0,-10.0,No,No,Female,Employee Referral,3,Gurgaon,29.0,4,Joined
439,2125244,No,1,30,E1,66.67,83.33,10.0,No,No,Male,Agency,2,Noida,26.0,2,Joined
440,2125838,Yes,80,90,E3,29.77,29.77,0.0,No,No,Male,Direct,10,Hyderabad,33.0,6,Joined
441,2126303,Yes,0,30,E1,24.61,24.61,0.0,No,No,Male,Direct,3,Noida,26.0,5,Joined
442,2126389,Yes,17,60,E2,33.33,177.78,108.33,No,No,Male,Direct,6,Noida,30.0,1,Joined
443,2126878,Yes,78,30,E2,-4.26,2.13,6.67,No,No,Male,Direct,6,Hyderabad,29.0,8,Not Joined
444,2127041,No,2,0,E2,44.12,43.38,-0.51,No,No,Male,Direct,6,Bangalore,34.0,5,Joined
445,2127782,No,17,30,E3,20.0,20.0,0.0,No,No,Male,Direct,10,Noida,36.0,1,Joined
446,2128251,No,58,30,E2,50.33,50.33,0.0,No,No,Male,Direct,7,Chennai,,2,Joined
447,2128352,No,0,0,E2,28.42,43.84,12.0,No,Yes,Male,Direct,7,Noida,32.0,2,Joined
448,2128469,Yes,97,120,E1,1.67,1.67,0.0,No,No,Female,Direct,3,Pune,28.0,1,Joined
449,2128714,Yes,41,45,E1,20.0,4.0,-13.33,No,Yes,Male,Direct,5,Others,33.0,7,Joined
450,2129464,Yes,9,30,E1,46.51,46.51,0.0,No,No,Male,Direct,2,Chennai,30.0,3,Not Joined
451,2129601,Yes,1,30,E1,25.0,25.0,0.0,No,No,Male,Direct,4,Chennai,28.0,6,Joined
452,2130101,No,4,60,E1,66.67,70.51,2.31,Yes,No,Male,Direct,4,Bangalore,30.0,6,Joined
453,2130730,No,59,30,E1,85.71,71.43,-7.69,No,No,Male,Direct,4,Bangalore,33.0,4,Not Joined
454,2130753,No,57,30,E1,77.78,94.44,9.38,No,No,Male,Employee Referral,4,Chennai,30.0,4,Joined
455,2130839,No,1,30,E2,44.93,44.93,0.0,No,No,Male,Direct,6,Noida,28.0,2,Not Joined
456,2130922,Yes,53,60,E1,50.0,50.0,0.0,No,No,Female,Direct,6,Chennai,26.0,6,Not Joined
457,2131204,No,1,30,E2,29.24,29.24,0.0,No,No,Male,Employee Referral,7,Noida,32.0,2,Joined
458,2131246,No,1,0,E1,20.0,20.0,0.0,No,No,Male,Employee Referral,2,Noida,25.0,2,Joined
459,2131535,No,1,45,E2,34.02,85.57,38.46,No,No,Male,Direct,0,Noida,40.0,2,Not Joined
460,2131616,No,1,0,E2,54.76,54.76,0.0,No,Yes,Male,Employee Referral,6,Noida,31.0,2,Joined
461,2131676,No,18,30,E1,30.53,30.53,0.0,No,No,Male,Direct,4,Chennai,26.0,1,Joined
462,2131733,Yes,6,60,E2,25.0,2.5,-18.0,No,No,Male,Employee Referral,7,Gurgaon,29.0,8,Joined
463,2131968,No,12,30,E1,32.65,32.65,0.0,No,No,Female,Employee Referral,4,Noida,27.0,6,Joined
464,2132737,Yes,1,0,E1,66.67,133.33,40.0,No,Yes,Male,Agency,4,Noida,28.0,6,Joined
465,2133665,No,0,0,E2,77.78,77.78,0.0,No,Yes,Male,Direct,3,Bangalore,26.0,2,Joined
466,2133747,No,2,0,E1,50.0,37.5,-8.33,No,No,Male,Agency,2,Noida,27.0,2,Joined
467,2133758,Yes,2,30,E2,42.86,20.0,-16.0,No,No,Male,Direct,4,Noida,31.0,2,Joined
468,2134039,Yes,7,30,E1,2.04,42.86,40.0,No,No,Male,Direct,2,Noida,33.0,2,Not Joined
469,2134381,No,0,0,E2,42.86,19.85,-16.11,Yes,No,Male,Employee Referral,5,Chennai,31.0,2,Not Joined
470,2134817,Yes,28,45,E2,21.93,21.93,0.0,No,Yes,Male,Direct,4,Noida,26.0,2,Joined
471,2134959,Yes,3,0,E1,45.83,41.67,-2.86,No,No,Female,Employee Referral,2,Noida,30.0,1,Joined
472,2136278,No,16,60,E2,85.19,51.52,-18.18,No,No,Male,Employee Referral,4,Hyderabad,25.0,2,Joined
